Date,Open,High,Low,Close,Adj Close,Volume
2021-08-17,57.459999,57.560001,57.009998,57.279999,53.964333,10346400
2021-08-18,57.189999,57.230000,56.419998,56.500000,53.229488,13873700
2021-08-19,56.060001,56.980000,55.950001,56.860001,53.568649,9223700
2021-08-20,56.840000,57.029999,56.580002,56.639999,53.361382,10543600
2021-08-23,56.669998,56.750000,56.380001,56.439999,53.172958,8912800
2021-08-24,56.639999,56.639999,55.900002,56.009998,52.767845,12067200
2021-08-25,56.060001,56.169998,55.730000,56.070000,52.824371,11270700
2021-08-26,55.950001,55.980000,55.509998,55.540001,52.325054,10331500
2021-08-27,55.660000,55.790001,55.450001,55.650002,52.428692,8844100
2021-08-30,55.689999,56.200001,55.639999,56.180000,52.928013,10034700
2021-08-31,56.160000,56.520000,56.000000,56.310001,53.050484,14185700
2021-09-01,56.380001,56.799999,56.279999,56.689999,53.408485,9518900
2021-09-02,56.770000,57.029999,56.410000,56.770000,53.483856,11653200
2021-09-03,56.459999,56.770000,56.250000,56.730000,53.446178,13220400
2021-09-07,56.599998,56.689999,55.509998,55.669998,52.447533,20035300
2021-09-08,55.610001,56.480000,55.610001,56.419998,53.154118,12040100
2021-09-09,56.180000,56.419998,55.799999,55.860001,52.626537,12545400
2021-09-10,56.009998,56.130001,55.520000,55.610001,52.391003,10573700
2021-09-13,55.740002,56.400002,55.740002,56.070000,52.824371,20274300
2021-09-14,55.919998,55.980000,55.549999,55.689999,52.862347,13918900
2021-09-15,55.680000,56.000000,55.419998,55.880001,53.042694,15746000
2021-09-16,55.720001,55.990002,54.820000,55.349998,52.539608,17430400
2021-09-17,55.020000,55.189999,54.369999,54.439999,51.675816,33370200
2021-09-20,54.110001,54.400002,53.730000,54.060001,51.315109,27542500
2021-09-21,54.389999,54.820000,53.939999,54.049999,51.305622,16418200
2021-09-22,54.509998,54.560001,54.060001,54.130001,51.381550,12719700
2021-09-23,54.259998,54.619999,54.000000,54.040001,51.296127,13836200
2021-09-24,54.000000,54.240002,53.860001,53.889999,51.153740,9682200
2021-09-27,53.849998,54.250000,53.570000,53.610001,50.887959,12429500
2021-09-28,53.459999,53.459999,52.430000,52.639999,49.967205,19926100
2021-09-29,52.639999,53.160000,52.560001,52.959999,50.270958,13941500
2021-09-30,53.169998,53.330002,52.430000,52.470001,49.805840,17672000
2021-10-01,52.779999,53.200001,52.570000,53.020000,50.327911,16277400
2021-10-04,53.060001,53.529999,52.400002,52.990002,50.299438,18973400
2021-10-05,53.020000,53.470001,52.930000,53.080002,50.384869,17173100
2021-10-06,52.770000,53.770000,52.509998,53.709999,50.982880,21284500
2021-10-07,53.990002,54.279999,53.810001,53.880001,51.144245,13774400
2021-10-08,54.000000,54.389999,53.900002,54.119999,51.372059,13786800
2021-10-11,54.209999,54.389999,54.009998,54.230000,51.476471,12378500
2021-10-12,54.419998,54.830002,54.220001,54.230000,51.476471,19474400
2021-10-13,54.169998,54.430000,53.790001,54.240002,51.485970,12143300
2021-10-14,54.389999,54.810001,54.310001,54.610001,51.837181,13704000
2021-10-15,54.639999,54.880001,54.290001,54.480000,51.713779,17867000
2021-10-18,54.349998,54.389999,53.860001,53.939999,51.201199,15861800
2021-10-19,54.040001,54.200001,53.770000,54.150002,51.400539,11068500
2021-10-20,54.180000,54.759998,54.110001,54.630001,51.856171,12474800
2021-10-21,54.599998,54.669998,54.209999,54.349998,51.590378,14388300
2021-10-22,54.389999,54.529999,54.070000,54.450001,51.685307,12828600
2021-10-25,54.380001,54.470001,54.020000,54.230000,51.476471,11855000
2021-10-26,54.320000,54.580002,54.230000,54.470001,51.704292,12086700
2021-10-27,55.970001,56.080002,55.270000,55.520000,52.700974,24019800
2021-10-28,55.750000,56.110001,55.619999,56.040001,53.194580,15928000
2021-10-29,55.869999,56.470001,55.779999,56.369999,53.507820,24463700
2021-11-01,56.389999,56.400002,55.900002,56.169998,53.317974,11651100
2021-11-02,56.470001,56.500000,55.970001,56.099998,53.251522,11498900
2021-11-03,56.000000,56.330002,55.779999,56.290001,53.431885,10788300
2021-11-04,56.110001,56.630001,56.029999,56.599998,53.726139,10820200
2021-11-05,56.840000,57.160000,56.590000,56.840000,53.953957,12886700
2021-11-08,56.750000,56.889999,56.130001,56.330002,53.469849,12828000
2021-11-09,56.410000,56.520000,56.090000,56.490002,53.621731,10155800
2021-11-10,56.540001,56.919998,56.290001,56.720001,53.840046,8813600
2021-11-11,56.830002,56.880001,56.570000,56.740002,53.859035,7257700
2021-11-12,56.750000,56.990002,56.549999,56.610001,53.735641,10162500
2021-11-15,56.529999,56.680000,56.270000,56.619999,53.745125,10289200
2021-11-16,56.619999,56.939999,56.189999,56.220001,53.365437,13756500
2021-11-17,56.040001,56.049999,55.650002,55.910000,53.071175,13288700
2021-11-18,55.830002,55.930000,55.139999,55.410000,52.596561,15380100
2021-11-19,55.439999,55.490002,54.900002,55.130001,52.330780,15813700
2021-11-22,55.099998,56.020000,55.080002,55.470001,52.653519,16905600
2021-11-23,55.660000,56.110001,55.500000,55.880001,53.042694,13835900
2021-11-24,55.709999,55.840000,55.029999,55.430000,52.615551,12598900
2021-11-26,54.590000,54.750000,53.580002,53.730000,51.001865,14754300
2021-11-29,54.049999,54.730000,53.930000,54.580002,51.808708,22712500
2021-11-30,53.599998,53.630001,52.439999,52.450001,50.172943,30485200
2021-12-01,52.980000,53.520000,52.279999,52.299999,50.029457,18719600
2021-12-02,52.599998,53.340000,52.509998,53.070000,50.766029,17074200
2021-12-03,53.330002,53.610001,52.980000,53.540001,51.215622,21064400
2021-12-06,54.310001,55.250000,54.139999,54.910000,52.526146,26624100
2021-12-07,55.020000,55.419998,54.849998,55.209999,52.813122,23832700
2021-12-08,55.119999,55.349998,54.360001,55.000000,52.612240,18026300
2021-12-09,54.750000,55.130001,54.590000,54.860001,52.478317,13846400
2021-12-10,55.250000,56.320000,55.070000,56.279999,53.836670,23153600
2021-12-13,56.980000,57.930000,56.959999,57.759998,55.252415,31362800
2021-12-14,57.400002,58.169998,57.400002,57.799999,55.290680,24806600
2021-12-15,57.930000,58.250000,57.650002,58.060001,55.539394,24923800
2021-12-16,57.980000,58.880001,57.900002,58.650002,56.103779,24696900
2021-12-17,58.490002,58.919998,57.700001,57.730000,55.223721,51874400
2021-12-20,57.200001,57.779999,57.000000,57.540001,55.041969,20879500
2021-12-21,57.610001,57.970001,57.529999,57.770000,55.261986,15864900
2021-12-22,57.709999,58.189999,57.490002,58.180000,55.654186,12447400
2021-12-23,58.520000,58.610001,57.939999,58.220001,55.692444,11027300
2021-12-27,58.000000,58.689999,58.000000,58.650002,56.103779,9860000
2021-12-28,58.400002,58.939999,58.299999,58.880001,56.323795,8979900
2021-12-29,58.950001,59.099998,58.660000,58.950001,56.390759,9996000
2021-12-30,59.060001,59.230000,58.759998,58.779999,56.228130,7703900
2021-12-31,58.750000,59.349998,58.700001,59.209999,56.639465,10021300
2022-01-03,58.820000,59.310001,58.380001,59.299999,56.725559,20187300
2022-01-04,59.730000,60.540001,59.590000,60.290001,57.672577,26141600
2022-01-05,60.090000,61.200001,60.049999,60.790001,58.150871,22507300
2022-01-06,60.470001,61.119999,60.439999,60.470001,57.844769,17902300
2022-01-07,60.279999,60.720001,60.060001,60.330002,57.710846,12307900
2022-01-10,60.549999,60.820000,60.180000,60.430000,57.806496,20954300
2022-01-11,60.430000,60.490002,59.840000,60.450001,57.825638,19369600
2022-01-12,60.529999,60.689999,60.189999,60.540001,57.911728,15753800
2022-01-13,60.540001,61.040001,60.389999,60.900002,58.256096,14318000
2022-01-14,60.939999,61.450001,60.360001,61.389999,58.724827,19729600
2022-01-18,61.060001,61.189999,60.450001,60.900002,58.256096,21976700
2022-01-19,60.660000,61.180000,60.560001,61.000000,58.351757,18654700
2022-01-20,61.000000,61.439999,60.720001,60.750000,58.112610,23002400
2022-01-21,61.080002,61.299999,60.400002,60.450001,57.825638,26643200
2022-01-24,59.900002,60.349998,58.570000,59.959999,57.356899,30185100
2022-01-25,59.360001,60.049999,58.689999,59.820000,57.222980,19027100
2022-01-26,59.790001,60.349998,59.209999,59.599998,57.012535,19190200
2022-01-27,59.880001,60.930000,59.500000,59.650002,57.060364,18893800
2022-01-28,59.389999,60.889999,58.939999,60.840000,58.198704,19101500
2022-01-31,60.299999,61.139999,60.150002,61.009998,58.361320,22045300
2022-02-01,60.910000,61.139999,60.160000,60.560001,57.930859,20841700
2022-02-02,60.619999,61.270000,60.560001,61.180000,58.523945,20225600
2022-02-03,60.939999,61.779999,60.590000,61.610001,58.935272,19440500
2022-02-04,61.490002,61.680000,60.570000,60.959999,58.313492,17403700
2022-02-07,61.380001,61.720001,60.860001,61.599998,58.925705,17846400
2022-02-08,61.830002,62.330002,61.740002,62.000000,59.308338,18771700
2022-02-09,62.169998,62.320000,60.900002,61.040001,58.390026,23595600
2022-02-10,60.360001,62.299999,60.200001,61.380001,58.715260,23561500
2022-02-11,61.770000,61.980000,60.150002,60.290001,57.672577,22781400
2022-02-14,60.160000,60.790001,59.279999,60.680000,58.045650,23641300
2022-02-15,60.959999,61.779999,60.630001,60.910000,58.265656,13408700
2022-02-16,60.860001,61.400002,60.560001,60.900002,58.256096,15484700
2022-02-17,60.549999,62.279999,60.410000,62.119999,59.423130,21468700
2022-02-18,62.119999,62.820000,61.990002,62.540001,59.824898,21975000
2022-02-22,62.430000,62.639999,61.720001,62.279999,59.576183,21731400
2022-02-23,62.240002,62.330002,61.340000,61.590000,58.916142,19248500
2022-02-24,59.970001,60.619999,59.220001,60.509998,57.883022,27207400
2022-02-25,60.939999,62.900002,60.919998,62.849998,60.121433,21487800
2022-02-28,61.650002,62.340000,61.410000,62.240002,59.537930,25879100
2022-03-01,62.139999,62.750000,61.509998,61.970001,59.279644,15871100
2022-03-02,62.230000,62.880001,61.779999,62.430000,59.719677,17319100
2022-03-03,62.610001,63.020000,62.290001,62.470001,59.757935,21262800
2022-03-04,61.459999,62.590000,61.200001,62.570000,59.853600,17163000
2022-03-07,62.009998,62.070000,60.720001,61.080002,58.428284,29151400
2022-03-08,61.450001,61.540001,58.590000,58.660000,56.113342,30242100
2022-03-09,59.820000,59.840000,58.660000,58.959999,56.400322,23022700
2022-03-10,58.480000,58.660000,57.500000,57.880001,55.367207,20887300
2022-03-11,57.959999,58.849998,57.860001,57.919998,55.405472,19855600
2022-03-14,57.970001,59.040001,57.970001,58.540001,56.427216,17799400
2022-03-15,59.080002,59.889999,58.980000,59.619999,57.468231,18607200
2022-03-16,59.779999,59.939999,58.610001,59.459999,57.314007,17347300
2022-03-17,59.459999,60.139999,59.230000,60.090000,57.921265,15586200
2022-03-18,60.299999,60.299999,59.709999,60.099998,57.930912,30197800
2022-03-21,60.500000,61.099998,60.250000,60.580002,58.393589,17440100
2022-03-22,60.930000,60.950001,60.060001,60.799999,58.605644,17559500
2022-03-23,60.750000,60.980000,60.000000,60.400002,58.220081,15529200
2022-03-24,60.639999,61.020000,60.459999,60.980000,58.779144,13151300
2022-03-25,61.119999,61.610001,61.049999,61.529999,59.309296,12259800
2022-03-28,61.529999,61.939999,61.209999,61.919998,59.685219,11485200
2022-03-29,62.209999,62.529999,61.740002,62.160000,59.916561,14720600
2022-03-30,62.009998,62.209999,61.560001,62.209999,59.964756,13641000
2022-03-31,62.220001,62.639999,62.000000,62.000000,59.762337,16822900
2022-04-01,62.330002,62.950001,62.090000,62.869999,60.600941,12644900
2022-04-04,62.599998,62.790001,61.720001,62.540001,60.282848,11505800
2022-04-05,62.400002,63.240002,62.369999,62.470001,60.215370,15721200
2022-04-06,62.770000,63.259998,62.299999,63.099998,60.822632,19267400
2022-04-07,63.130001,63.669998,62.709999,63.439999,61.150364,13960800
2022-04-08,63.480000,64.040001,63.160000,63.830002,61.526291,12703500
2022-04-11,63.910000,64.300003,63.639999,63.810001,61.507011,12720100
2022-04-12,64.379997,64.809998,63.889999,64.559998,62.229939,18089900
2022-04-13,64.440002,64.870003,64.230003,64.730003,62.393810,11883000
2022-04-14,64.959999,65.570000,64.820000,65.019997,62.673344,16388400
2022-04-18,64.769997,65.180000,64.180000,64.440002,62.114277,11679400
2022-04-19,64.500000,65.250000,64.440002,65.070000,62.721531,11993800
2022-04-20,65.440002,66.239998,65.400002,65.959999,63.579414,14827100
2022-04-21,65.980003,67.000000,65.720001,66.209999,63.820396,15120400
2022-04-22,66.080002,66.339996,65.180000,65.250000,62.895031,14902200
2022-04-25,67.000000,67.199997,64.779999,65.940002,63.560146,25082000
2022-04-26,65.519997,66.370003,65.040001,65.050003,62.702259,21982600
2022-04-27,65.000000,66.279999,65.000000,65.559998,63.193848,16971000
2022-04-28,64.660004,66.279999,64.500000,66.190002,63.801117,22010600
2022-04-29,65.870003,66.029999,64.489998,64.610001,62.278145,20137100
2022-05-02,65.279999,65.309998,62.580002,63.439999,61.150364,24970300
2022-05-03,63.720001,63.939999,62.669998,63.080002,60.803360,21686300
2022-05-04,63.000000,65.120003,62.939999,65.029999,62.682983,19780200
2022-05-05,64.690002,65.029999,64.010002,64.510002,62.181747,20155200
2022-05-06,64.199997,65.309998,64.070000,64.739998,62.403446,18984000
2022-05-09,64.470001,65.360001,64.040001,64.610001,62.278145,20055300
