Date,Open,High,Low,Close,Adj Close,Volume
2021-08-17,48.500000,48.500000,46.250000,47.020000,47.020000,1319000
2021-08-18,47.240002,49.779999,47.240002,48.700001,48.700001,608800
2021-08-19,47.990002,51.500000,47.779999,50.360001,50.360001,925300
2021-08-20,50.009998,51.360001,49.130001,51.290001,51.290001,706900
2021-08-23,51.200001,56.000000,51.200001,53.130001,53.130001,2008800
2021-08-24,54.970001,59.119999,54.500000,56.700001,56.700001,2206100
2021-08-25,57.700001,60.110001,55.860001,59.389999,59.389999,1341000
2021-08-26,59.639999,64.029999,59.459999,61.009998,61.009998,2035000
2021-08-27,62.500000,66.000000,62.349998,64.900002,64.900002,1705900
2021-08-30,65.029999,66.660004,64.180000,65.190002,65.190002,1432900
2021-08-31,64.730003,65.559998,63.830002,63.930000,63.930000,1420300
2021-09-01,63.430000,68.699997,63.310001,67.260002,67.260002,1806200
2021-09-02,68.610001,68.769997,64.335999,64.779999,64.779999,1420500
2021-09-03,64.680000,69.421997,64.639999,69.040001,69.040001,1372600
2021-09-07,69.480003,73.470001,69.480003,71.010002,71.010002,2958200
2021-09-08,70.180000,70.650002,65.510002,68.239998,68.239998,4258500
2021-09-09,69.110001,72.949997,62.040001,66.040001,66.040001,5642500
2021-09-10,67.000000,68.000000,62.009998,63.750000,63.750000,3897800
2021-09-13,64.180000,64.440002,58.520000,61.000000,61.000000,3800100
2021-09-14,61.500000,62.887001,61.090000,62.099998,62.099998,1969700
2021-09-15,61.500000,67.550003,61.349998,67.510002,67.510002,2537600
2021-09-16,67.059998,72.760002,66.760002,72.750000,72.750000,3405600
2021-09-17,71.699997,72.400002,66.809998,69.250000,69.250000,7317900
2021-09-20,64.000000,66.660004,62.000000,63.880001,63.880001,3454600
2021-09-21,64.809998,65.190002,61.799999,64.160004,64.160004,3106900
2021-09-22,64.620003,65.519997,62.500000,64.360001,64.360001,1983500
2021-09-23,64.529999,65.000000,60.099998,60.869999,60.869999,3075000
2021-09-24,60.009998,62.340000,60.000000,61.060001,61.060001,1886000
2021-09-27,60.049999,60.535000,56.410000,57.099998,57.099998,3273900
2021-09-28,55.380001,56.959999,53.849998,55.650002,55.650002,11096600
2021-09-29,55.799999,58.770000,54.380001,54.380001,54.380001,5155900
2021-09-30,55.160000,56.279999,52.959999,53.570000,53.570000,3183500
2021-10-01,54.029999,55.900002,52.090000,55.240002,55.240002,2991500
2021-10-04,55.320000,55.494999,50.580002,51.369999,51.369999,2839900
2021-10-05,51.500000,53.880001,50.990002,51.349998,51.349998,1721500
2021-10-06,50.500000,53.939999,50.491001,53.490002,53.490002,2454300
2021-10-07,54.509998,59.000000,54.299999,56.759998,56.759998,2475800
2021-10-08,57.320000,57.939999,54.650002,54.650002,54.650002,1310100
2021-10-11,54.029999,54.939999,52.150002,52.389999,52.389999,1199600
2021-10-12,53.560001,56.490002,52.820000,54.939999,54.939999,1784200
2021-10-13,55.279999,59.750000,55.279999,59.060001,59.060001,1873100
2021-10-14,61.060001,62.939999,59.380001,60.000000,60.000000,1808600
2021-10-15,61.049999,61.119999,58.200001,59.580002,59.580002,936800
2021-10-18,59.610001,63.660000,59.580002,62.639999,62.639999,1328400
2021-10-19,63.610001,64.980003,61.259998,62.490002,62.490002,1472300
2021-10-20,63.000000,63.799999,61.230000,62.560001,62.560001,839100
2021-10-21,62.779999,67.959999,62.500000,65.760002,65.760002,1483900
2021-10-22,66.129997,66.269997,63.009998,63.790001,63.790001,982100
2021-10-25,64.070000,66.500000,63.189999,65.260002,65.260002,942500
2021-10-26,66.360001,67.779999,63.820000,66.000000,66.000000,1263800
