Date,Close,PX_VOLUME
02/06/2022,4176.82,556442461
01/06/2022,4101.23,588790984
31/05/2022,4132.15,1495412071
27/05/2022,4158.24,606795856
26/05/2022,4057.84,659094355
25/05/2022,3978.73,639248153
24/05/2022,3941.48,626587548
23/05/2022,3973.75,631460912
20/05/2022,3901.36,844641873
19/05/2022,3900.79,704614833
18/05/2022,3923.68,732386463
17/05/2022,4088.85,624875961
16/05/2022,4008.01,561129818
13/05/2022,4023.89,655747812
12/05/2022,3930.08,826698830
11/05/2022,3935.18,744675399
10/05/2022,4001.05,790371051
09/05/2022,3991.24,804816677
06/05/2022,4123.34,716333425
05/05/2022,4146.87,803991512
04/05/2022,4300.17,751049645
03/05/2022,4175.48,643786613
02/05/2022,4155.38,729216058
29/04/2022,4131.93,929282250
28/04/2022,4287.5,697196926
27/04/2022,4183.96,681879093
26/04/2022,4175.2,698291135
25/04/2022,4296.12,722679540
22/04/2022,4271.78,691753316
21/04/2022,4393.66,668508930
20/04/2022,4459.45,600434758
19/04/2022,4462.21,582040500
18/04/2022,4391.69,519323212
14/04/2022,4392.59,690094610
13/04/2022,4446.59,537939700
12/04/2022,4397.45,553125394
11/04/2022,4412.53,641643581
08/04/2022,4488.28,566893224
07/04/2022,4500.21,633556772
06/04/2022,4481.15,707574539
05/04/2022,4525.12,616401834
04/04/2022,4582.64,571697450
01/04/2022,4545.86,681128651
31/03/2022,4530.41,828500682
30/03/2022,4602.45,550986450
29/03/2022,4631.6,593642465
28/03/2022,4575.52,522750147
25/03/2022,4543.06,513752326
24/03/2022,4520.16,537385678
23/03/2022,4456.24,594060997
22/03/2022,4511.61,656621816
21/03/2022,4461.18,675390417
18/03/2022,4463.12,2125139258
17/03/2022,4411.67,660090863
16/03/2022,4357.86,800463717
15/03/2022,4262.45,741652578
14/03/2022,4173.11,722842773
11/03/2022,4204.31,629698949
10/03/2022,4259.52,650304968
09/03/2022,4277.88,791121933
08/03/2022,4170.7,920407720
07/03/2022,4201.09,888361731
04/03/2022,4328.87,744135346
03/03/2022,4363.49,696400599
02/03/2022,4386.54,737531407
01/03/2022,4306.26,848578485
28/02/2022,4373.94,1036764861
25/02/2022,4384.65,713492661
24/02/2022,4288.7,991044156
23/02/2022,4225.5,665717418
22/02/2022,4304.76,719202707
18/02/2022,4348.87,791007319
17/02/2022,4380.26,600019301
16/02/2022,4475.01,592449865
15/02/2022,4471.07,597267582
14/02/2022,4401.67,685108730
11/02/2022,4418.64,759825867
10/02/2022,4504.08,665777806
09/02/2022,4587.18,604072880
08/02/2022,4521.54,603438608
07/02/2022,4483.87,605777573
04/02/2022,4500.53,667032993
03/02/2022,4477.44,701665518
02/02/2022,4589.38,769385282
01/02/2022,4546.54,693891153
31/01/2022,4515.55,978232011
28/01/2022,4431.85,741272695
27/01/2022,4326.51,762182337
26/01/2022,4349.93,833935669
25/01/2022,4356.45,822737775
24/01/2022,4410.13,1051278037
21/01/2022,4397.94,943246550
20/01/2022,4482.73,636159973
19/01/2022,4532.76,636487918
18/01/2022,4577.11,753096554
14/01/2022,4662.85,636663732
13/01/2022,4659.03,584414857
12/01/2022,4726.35,541651884
11/01/2022,4713.07,577885612
10/01/2022,4670.29,727218821
07/01/2022,4677.03,633523555
06/01/2022,4696.05,624580056
05/01/2022,4700.58,729435695
04/01/2022,4793.54,696748115
03/01/2022,4796.56,586380432
31/12/2021,4766.18,422910995
30/12/2021,4778.73,331532829
29/12/2021,4793.06,366001664
28/12/2021,4786.35,356766672
27/12/2021,4791.19,394681060
23/12/2021,4725.79,433265169
22/12/2021,4696.56,456478344
21/12/2021,4649.23,620141359
20/12/2021,4568.02,681243755
17/12/2021,4620.64,2106461522
16/12/2021,4668.67,754929127
15/12/2021,4709.85,697669987
14/12/2021,4634.09,720179717
13/12/2021,4668.97,675622203
10/12/2021,4712.02,543943477
09/12/2021,4667.45,511811272
08/12/2021,4701.21,574428675
07/12/2021,4686.75,685661387
06/12/2021,4591.67,688424643
03/12/2021,4538.43,730855410
02/12/2021,4577.1,769875014
01/12/2021,4513.04,759376583
30/11/2021,4567,1494491586
29/11/2021,4655.27,684025293
26/11/2021,4594.62,532795045
24/11/2021,4701.46,518402735
23/11/2021,4690.7,562663117
22/11/2021,4682.94,634155773
19/11/2021,4697.96,679610350
18/11/2021,4704.54,552099195
17/11/2021,4688.67,507249306
16/11/2021,4700.9,495076558
15/11/2021,4682.8,488967486
12/11/2021,4682.85,471249412
11/11/2021,4649.27,424400846
10/11/2021,4646.71,540677649
09/11/2021,4685.25,535583099
08/11/2021,4701.7,540240231
05/11/2021,4697.53,611250916
04/11/2021,4680.06,619826033
03/11/2021,4660.57,565270412
02/11/2021,4630.65,546276599
01/11/2021,4613.67,520161990
29/10/2021,4605.38,703313423
28/10/2021,4596.42,535840853
27/10/2021,4551.68,561003622
26/10/2021,4574.79,509930521
25/10/2021,4566.48,502385574
22/10/2021,4544.9,466677459
21/10/2021,4549.78,480161207
